 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
47510,15,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,66666.66667,66666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,164,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1048780.488,24390.2439,54.66666667,89.48929172,158,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12195.12195,12195.12195,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,161166,33,62,871,86554,389,0,26.39393939,82.53708992,2896,0,1396.032258,517.6493518,542453.1229,589.4543514,1714.531915,5400.05294,27506,1,161166,5036.4375,8772.785838,27506,1,134763,2209.229508,7707.059929,49596,48,0,0,0,0,1068,1992,204.7578273,384.6965241,0,2896,910.6770833,780.0325836,608450.8315,0,0,0,1,0,0,0,0,1,920.2631579,26.39393939,1396.032258,1068,0,0,0,0,0,0,33,871,62,86554,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,235,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,944680.8511,17021.2766,78.33333333,133.9452625,233,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8510.638298,8510.638298,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49666,31,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,774193.5484,129032.2581,10.33333333,14.46835628,27,1,0,0.0,0.0,0,0,4,2.0,1.414213562,3,1,0,0,0,0,20,60,32258.06452,96774.19355,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,252,2049,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2967,41,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,24390.2439,24390.2439,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,155,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,1458064.51612903,25806.4516129032,51.6666666667,84.2931393017,149,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12903.2258064516,12903.2258064516,34,79,52.0,24.6475150877,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1870,13,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,3769230.769,307692.3077,4.333333333,5.859465277,11,0,13,6.5,6.363961031,11,2,0,0.0,0.0,0,0,0,0,0,0,60,20,230769.2308,76923.07692,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1013,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36939,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117482781,24,19,2299,5439,1149,0,95.79166667,276.8856269,1418,0,286.2631579,517.1447081,65.86497131,0.366011084,2797209.071,4424487.951,10000000,3,117000000,5107947.0,4949380.681,10000000,3,112000000,6233147.889,4931439.801,10000000,251,0,0,0,0,776,616,0.204285256,0.161725828,0,1418,175.8636364,403.2883204,162641.4693,0,0,0,1,0,0,0,0,0,179.9534884,95.79166667,286.2631579,776,0,0,0,0,0,0,24,2299,19,5439,29200,388,5,32,180204.6667,496576.9057,1757048,36646,9610026.833,1373495.82,10000000,5248802,BENIGN
443,118508899,33,41,26198,8531,5472,0,793.8787879,1710.584581,1418,0,208.0731707,412.0150113,293.0497228,0.624425681,1623409.575,9681866.023,58900000,0,119000000,3703403.094,14500000.0,59000000,15,118000000,2961797.3,13000000.0,59000000,1,0,0,0,0,1076,1320,0.278460101,0.34596558,0,5472,463.0533333,1202.00942,1444826.646,0,0,0,1,0,0,0,0,1,469.3108108,793.8787879,208.0731707,1076,0,0,0,0,0,0,33,26198,41,8531,29200,827,20,32,322751.0,343539.3444,565670,79832,58900000.0,13844.44367,58900000,58900000,BENIGN
80,17034,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,704.4734061,234.8244687,5678.0,9614.068494,16779,49,255,255.0,0.0,255,255,16985,16985.0,0.0,16985,16985,0,0,0,0,40,64,117.4122344,117.4122344,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
49666,34573816,19,16,5804,2870,1755,0,305.4736842,522.862035,348,0,179.375,135.517711,250.883501,1.012326785,1016876.941,5918783.071,34500000,1,34600000,1920767.556,8134186.513,34500000,1,4120,274.6666667,447.5117982,1717,3,0,0,0,0,404,344,0.549548826,0.462777959,0,1755,240.9444444,392.5820711,154120.6825,0,0,0,1,0,0,0,0,0,247.8285714,305.4736842,179.375,404,0,0,0,0,0,0,19,5804,16,2870,8192,2048,17,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100909741,6,8,347,11595,329,0,57.83333333,132.8765091,4344,0,1449.375,1894.680443,118.3433817,0.138737845,7762287.769,27900000.0,101000000,1,101000000,20200000.0,45000000.0,101000000,4,101000000,14400000.0,38100000.0,101000000,1,0,0,0,0,164,264,0.059459076,0.079278769,0,4344,796.5333333,1524.22359,2323257.552,1,0,0,0,0,0,0,0,1,853.4285714,57.83333333,1449.375,164,0,0,0,0,0,0,6,347,8,11595,0,235,3,20,12001.0,0.0,12001,12001,101000000.0,0.0,101000000,101000000,DoS Hulk
443,32129833,16,17,2329,6979,1015,0,145.5625,341.6235684,1489,0,410.5294118,611.0318238,289.6996072,1.027082836,1004057.281,2952674.41,10000000,8,31300000,2087851.533,4117963.888,10000000,211,32100000,2006734.5,3995780.227,10000000,49,0,0,0,0,532,552,0.497979557,0.529103279,0,1489,273.7647059,503.9316968,253947.1551,0,0,0,1,0,0,0,0,1,282.0606061,145.5625,410.5294118,532,0,0,0,0,0,0,16,2329,17,6979,29200,672,4,32,421750.3333,692294.3572,1221143,22036,10000000.0,14623.99987,10000000,10000000,BENIGN
53,562,1,1,69,135,69,69,69.0,0.0,135,135,135.0,0.0,362989.3238,3558.718861,562.0,0.0,562,562,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1779.359431,1779.359431,69,135,91.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,136.5,69.0,135.0,32,0,0,0,0,0,0,1,69,1,135,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,194,2,2,88,144,44,44,44.0,0.0,72,72,72.0,0.0,1195876.289,20618.5567,64.66666667,28.88482877,98,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,0,0,40,40,10309.27835,10309.27835,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69.0,44.0,72.0,40,0,0,0,0,0,0,2,88,2,144,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,177,2,2,70,192,35,35,35.0,0.0,96,96,96.0,0.0,1480225.989,22598.87006,59.0,62.23343153,126,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11299.43503,11299.43503,35,96,59.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,74.25,35.0,96.0,64,0,0,0,0,0,0,2,70,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,248331,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,46844.73545,32.21506779,35475.85714,92537.79501,245322,9,2738,1369.0,1675.843071,2554,184,248279,62069.75,122174.8438,245322,9,0,0,0,0,72,112,12.08065042,20.13441737,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,161,2,2,96,224,48,48,48.0,0.0,112,112,112.0,0.0,1987577.64,24844.7205,53.66666667,87.75724092,155,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12422.36025,12422.36025,48,112,73.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,92.0,48.0,112.0,40,0,0,0,0,0,0,2,96,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,196,2,2,74,148,37,37,37.0,0.0,74,74,74.0,0.0,1132653.061,20408.16327,65.33333333,72.2657134,145,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,40,40,10204.08163,10204.08163,37,74,51.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,64.75,37.0,74.0,40,0,0,0,0,0,0,2,74,2,148,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,9333650,9,7,1460,4248,482,0,162.2222222222,201.5525848121,1460,0,606.8571428571,602.4935486713,611.5506795305,1.714227553,622243.333333333,2185476.19935165,8518222,62,9333650,1166706.25,2971408.16081619,8518222,113,619291,103215.166666667,79845.6907827008,164234,216,0,0,0,0,192,152,0.9642529986,0.7499745544,0,1460,335.7647058824,461.0590430481,212575.441176471,0,0,0,1,0,0,0,0,0,356.75,162.2222222222,606.8571428571,192,0,0,0,0,0,0,9,1460,7,4248,8192,5640,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,257164,29,35,481,61341,481,0,16.5862069,89.31945766,4344,0,1752.6,957.1995366,240399.1227,248.8684264,4081.968254,23210.57177,181320,1,75844,2708.714286,7259.643721,24515,1,233783,6875.970588,31301.9131,181329,2,0,0,0,0,936,1128,112.7685057,136.0999207,0,4344,951.1076923,1118.663197,1251407.348,0,0,0,1,0,0,0,0,1,965.96875,16.5862069,1752.6,936,0,0,0,0,0,0,29,481,35,61341,29200,939,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50644,50,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,620000.0,60000.0,25.0,32.52691193,48,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,20,40000.0,20000.0,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,1173,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6012035,9,7,383,4714,196,0,42.55555556,69.94124518,1460,0,673.4285714,681.7858552,847.7994556,2.661328485,400802.3333,1451021.598,5643705,49,6012035,751504.375,1977688.551,5643705,49,214293,35715.5,54587.52039,108350,49,0,0,0,0,192,152,1.496997273,1.164331212,0,1460,299.8235294,529.7857156,280672.9044,0,0,0,1,0,0,0,0,0,318.5625,42.55555556,673.4285714,192,0,0,0,0,0,0,9,383,7,4714,8192,110,8,20,368281.0,0.0,368281,368281,5643705.0,0.0,5643705,5643705,BENIGN
53,150,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,613333.3333,26666.66667,50.0,84.87048957,148,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,13333.33333,13333.33333,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99667303,7,6,302,11595,296,0,43.14285714,111.5219389,4344,0,1932.5,1754.831473,119.3671309,0.13043395,8305608.583,28700000.0,99500000,3,99500000,16600000.0,40600000.0,99500000,3,151095,30219.0,60388.72372,137777,15,0,0,0,0,220,200,0.070233665,0.060200285,0,4344,849.7857143,1461.8812,2137096.643,0,0,0,0,1,0,0,0,0,915.1538462,43.14285714,1932.5,220,0,0,0,0,0,0,7,302,6,11595,251,235,2,20,982.0,0.0,982,982,99500000.0,0.0,99500000,99500000,DoS Hulk
50845,27102,7,2,11601,26,4380,0,1657.285714,1763.211531,20,6,13.0,9.899494937,429008.9292,332.0788134,3387.75,7089.930037,19974,4,27102,4517.0,8085.772517,20115,16,4,4.0,0.0,4,4,0,0,0,0,164,40,258.2835215,73.79529186,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84992356,8,6,347,11595,347,0,43.375,122.6830265,4355,0,1932.5,2182.468304,140.5067533,0.164720696,6537873.538,23500000.0,84900000,0,84900000,12100000.0,32100000.0,84900000,0,130276,26055.2,56149.27708,126462,17,0,0,0,0,264,200,0.094126112,0.070594584,0,4355,796.1333333,1622.083355,2631154.41,0,0,0,0,1,0,0,0,0,853.0,43.375,1932.5,264,0,0,0,0,0,0,8,347,6,11595,251,235,1,32,984.0,0.0,984,984,84900000.0,0.0,84900000,84900000,DoS Hulk
80,98367777,6,7,371,11595,353,0,61.83333333,142.6722351,7240,0,1656.428571,2566.885263,121.6455263,0.132157099,8197314.75,28300000.0,98200000,5,98200000,19600000.0,43900000.0,98200000,5,98400000,16400000.0,40100000.0,98200000,70,0,0,0,0,164,232,0.060995584,0.071161515,0,7240,855.1428571,1934.040643,3740513.209,1,0,0,0,0,0,0,0,1,920.9230769,61.83333333,1656.428571,164,0,0,0,0,0,0,6,371,7,11595,0,235,3,20,23014.0,0.0,23014,23014,98200000.0,0.0,98200000,98200000,DoS Hulk
53,227,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,405286.3436,17621.14537,75.66666667,125.8623587,221,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,8810.572687,8810.572687,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100818677,8,6,316,11595,310,0,39.5,109.3186692,4344,0,1932.5,1977.812908,118.1427921,0.138863159,7755282.846,27900000.0,101000000,1,101000000,14400000.0,38000000.0,101000000,1,187430,37486.0,77651.39846,176138,54,0,0,0,0,252,200,0.079350377,0.059512783,0,4344,794.0666667,1526.060871,2328861.781,0,0,0,0,1,0,0,0,0,850.7857143,39.5,1932.5,252,0,0,0,0,0,0,8,316,6,11595,274,235,2,20,996.0,0.0,996,996,101000000.0,0.0,101000000,101000000,DoS Hulk
53,159,2,2,82,138,41,41,41.0,0.0,69,69,69.0,0.0,1383647.799,25157.2327,53.0,86.60254038,153,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12578.61635,12578.61635,41,69,52.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,65.25,41.0,69.0,64,0,0,0,0,0,0,2,82,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1024324,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,11356.75821,6.833775251,170720.6667,417163.2686,1022251,4,1452,726.0,1021.062192,1448,4,1024264,341421.3333,589616.1198,1022251,380,0,0,0,0,72,92,2.928760822,3.905014429,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
49422,199,2,1,37,6,37,0,18.5,26.1629509039,6,6,6.0,0.0,216080.40201005,15075.3768844221,99.5,58.6898628385,141,58,199,199.0,0.0,199,199,0,0.0,0.0,0,0,1,0,0,0,64,20,10050.2512562814,5025.1256281407,0,37,20.0,19.7821468333,391.3333333333,0,1,0,0,1,0,0,0,0,26.6666666667,18.5,6.0,64,0,0,0,0,0,0,2,37,1,6,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85014022,8,6,354,11595,348,0,44.25,122.7514911,5792,0,1932.5,2181.008184,140.5532843,0.164678716,6539540.154,23500000.0,84900000,1,84900000,12100000.0,32100000.0,84900000,1,149335,29867.0,60154.8868,137082,45,0,0,0,0,252,200,0.094102124,0.070576593,0,5792,796.6,1621.152315,2628134.829,0,0,0,0,1,0,0,0,0,853.5,44.25,1932.5,252,0,0,0,0,0,0,8,354,6,11595,274,235,2,20,1969.0,0.0,1969,1969,84900000.0,0.0,84900000,84900000,DoS Hulk
53,30739,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,3318.260191,65.06392531,30739.0,0.0,30739,30739,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.53196265,32.53196265,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,32,0,0,0,0,0,0,1,43,1,59,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10884,4,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,7750000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,60,0,0,0,0,0,0,3,31,0,0,116,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,72108,3,2,18,0,6,6,6.0,0.0,0,0,0.0,0.0,249.6255616575,69.3404337938,18027.0,35896.1275998772,71871,3,237,118.5,163.3416664541,234,3,71891,71891.0,0.0,71891,71891,0,0,0,0,60,64,41.6042602763,27.7361735175,0,6,4.0,3.098386677,9.6,1,0,0,0,0,0,0,0,0,4.8,6.0,0.0,60,0,0,0,0,0,0,3,18,2,0,0,120,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49666,49,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,489795.9184,81632.65306,16.33333333,27.42869544,48,0,0,0.0,0.0,0,0,48,24.0,33.9411255,48,0,0,0,0,0,20,60,20408.16327,61224.4898,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,252,2049,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
88,575,7,4,458,358,220,0,65.42857143,105.6264758,179,0,89.5,103.3456982,1419130.435,19130.43478,57.5,103.6428161,347,1,575,95.83333333,169.5115532,435,1,520,173.3333333,217.0837012,424,48,0,0,0,0,164,104,12173.91304,6956.521739,0,220,68.0,97.93411514,9591.090909,0,0,0,1,0,0,0,0,0,74.18181818,65.42857143,89.5,164,0,0,0,0,0,0,7,458,4,358,8192,2053,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48431,4,2,136,100,34,34,34.0,0.0,50,50,50.0,0.0,4872.9119778654,123.8875926576,9686.2,14550.5561989912,32729,3,32782,10927.3333333333,18880.8094194432,32729,5,3,3.0,0.0,3,3,0,0,0,0,80,40,82.5917284384,41.2958642192,34,50,38.5714285714,7.8072005836,60.9523809524,0,0,0,0,0,0,0,0,0,45.0,34.0,50.0,80,0,0,0,0,0,0,4,136,2,100,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,140114,8,5,550,3493,197,0,68.75,80.76907117,1410,0,698.6,703.7249463,28855.07515,92.78159213,11676.16667,22593.19127,59667,3,140114,20016.28571,27775.26434,60974,3,62394,15598.5,30261.81785,60986,48,0,0,0,0,172,112,57.09636439,35.68522774,0,1410,288.7857143,506.6513258,256695.5659,0,0,0,1,0,0,0,0,0,311.0,68.75,698.6,172,0,0,0,0,0,0,8,550,5,3493,8192,115,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,53564,4,2,148,208,37,37,37.0,0.0,104,104,104.0,0.0,6646.2549473527,112.0155328206,10712.8,14853.6186904067,30111,1,30115,10038.3333333333,17383.4392837934,30111,1,4,4.0,0.0,4,4,0,0,0,0,104,40,74.6770218804,37.3385109402,37,104,56.1428571429,32.6926524438,1068.8095238095,0,0,0,0,0,0,0,0,0,65.5,37.0,104.0,104,0,0,0,0,0,0,4,148,2,208,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53131,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21739.13043,21739.13043,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,123,1165,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59060,235,2,1,37,6,31,6,18.5,17.67766953,6,6,6.0,0.0,182978.7234,12765.95745,117.5,44.54772721,149,86,235,235.0,0.0,235,235,0,0.0,0.0,0,0,1,0,0,0,40,20,8510.638298,4255.319149,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6.0,40,0,0,0,0,0,0,2,37,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55766,77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,972,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
